image,labels
frames/all/leaf_0_2691.jpg, 0
frames/all/leaf_0_754.jpg, 0
frames/all/leaf_2_6389.jpg, 2
frames/all/leaf_0_112.jpg, 0
frames/all/leaf_2_7708.jpg, 2
frames/all/leaf_0_311.jpg, 0
frames/all/leaf_1_3752.jpg, 1
frames/all/leaf_1_3511.jpg, 1
frames/all/leaf_2_6558.jpg, 2
frames/all/leaf_1_4808.jpg, 1
frames/all/leaf_1_3285.jpg, 1
frames/all/leaf_1_3121.jpg, 1
frames/all/leaf_0_1548.jpg, 0
frames/all/leaf_1_2941.jpg, 1
frames/all/leaf_0_1125.jpg, 0
frames/all/leaf_1_5377.jpg, 1
frames/all/leaf_2_7453.jpg, 2
frames/all/leaf_0_547.jpg, 0
frames/all/leaf_1_3213.jpg, 1
frames/all/leaf_1_3219.jpg, 1
frames/all/leaf_0_2605.jpg, 0
frames/all/leaf_2_5835.jpg, 2
frames/all/leaf_2_5794.jpg, 2
frames/all/leaf_1_5247.jpg, 1
frames/all/leaf_2_5633.jpg, 2
frames/all/leaf_0_2405.jpg, 0
frames/all/leaf_2_7620.jpg, 2
frames/all/leaf_0_1164.jpg, 0
frames/all/leaf_2_7195.jpg, 2
frames/all/leaf_2_6804.jpg, 2
frames/all/leaf_1_5031.jpg, 1
frames/all/leaf_2_6976.jpg, 2
frames/all/leaf_1_2741.jpg, 1
frames/all/leaf_0_1663.jpg, 0
frames/all/leaf_1_3020.jpg, 1
frames/all/leaf_2_7393.jpg, 2
frames/all/leaf_0_504.jpg, 0
frames/all/leaf_1_3674.jpg, 1
frames/all/leaf_2_6637.jpg, 2
frames/all/leaf_1_3052.jpg, 1
frames/all/leaf_0_2500.jpg, 0
frames/all/leaf_1_5188.jpg, 1
frames/all/leaf_1_3585.jpg, 1
frames/all/leaf_0_678.jpg, 0
frames/all/leaf_1_5349.jpg, 1
frames/all/leaf_1_3670.jpg, 1
frames/all/leaf_1_5164.jpg, 1
frames/all/leaf_2_7394.jpg, 2
frames/all/leaf_1_4295.jpg, 1
frames/all/leaf_2_7937.jpg, 2
frames/all/leaf_0_1113.jpg, 0
frames/all/leaf_1_4577.jpg, 1
frames/all/leaf_0_276.jpg, 0
frames/all/leaf_0_2043.jpg, 0
frames/all/leaf_2_7389.jpg, 2
frames/all/leaf_0_2099.jpg, 0
frames/all/leaf_1_3558.jpg, 1
frames/all/leaf_0_1471.jpg, 0
frames/all/leaf_1_3759.jpg, 1
frames/all/leaf_1_3737.jpg, 1
frames/all/leaf_1_2703.jpg, 1
frames/all/leaf_1_4855.jpg, 1
frames/all/leaf_0_2404.jpg, 0
frames/all/leaf_0_1310.jpg, 0
frames/all/leaf_0_1803.jpg, 0
frames/all/leaf_2_7073.jpg, 2
frames/all/leaf_2_6309.jpg, 2
frames/all/leaf_0_2494.jpg, 0
frames/all/leaf_0_1106.jpg, 0
frames/all/leaf_0_12.jpg, 0
frames/all/leaf_2_7906.jpg, 2
frames/all/leaf_2_7214.jpg, 2
frames/all/leaf_0_2566.jpg, 0
frames/all/leaf_1_5378.jpg, 1
frames/all/leaf_1_2870.jpg, 1
frames/all/leaf_1_4819.jpg, 1
frames/all/leaf_1_4321.jpg, 1
frames/all/leaf_0_2507.jpg, 0
frames/all/leaf_2_6994.jpg, 2
frames/all/leaf_0_2139.jpg, 0
frames/all/leaf_0_798.jpg, 0
frames/all/leaf_1_5056.jpg, 1
frames/all/leaf_0_1789.jpg, 0
frames/all/leaf_0_1632.jpg, 0
frames/all/leaf_2_5887.jpg, 2
frames/all/leaf_0_2460.jpg, 0
frames/all/leaf_0_2154.jpg, 0
frames/all/leaf_0_1394.jpg, 0
frames/all/leaf_0_2628.jpg, 0
frames/all/leaf_1_4562.jpg, 1
frames/all/leaf_1_3048.jpg, 1
frames/all/leaf_2_6513.jpg, 2
frames/all/leaf_1_3730.jpg, 1
frames/all/leaf_0_2255.jpg, 0
frames/all/leaf_1_5268.jpg, 1
frames/all/leaf_0_2386.jpg, 0
frames/all/leaf_2_6820.jpg, 2
frames/all/leaf_0_1480.jpg, 0
frames/all/leaf_1_4125.jpg, 1
frames/all/leaf_2_5972.jpg, 2
frames/all/leaf_0_822.jpg, 0
frames/all/leaf_0_60.jpg, 0
frames/all/leaf_1_3711.jpg, 1
frames/all/leaf_1_4591.jpg, 1
frames/all/leaf_1_3059.jpg, 1
frames/all/leaf_2_8004.jpg, 2
frames/all/leaf_0_94.jpg, 0
frames/all/leaf_0_1226.jpg, 0
frames/all/leaf_0_310.jpg, 0
frames/all/leaf_1_5041.jpg, 1
frames/all/leaf_0_1879.jpg, 0
frames/all/leaf_0_1579.jpg, 0
frames/all/leaf_0_1525.jpg, 0
frames/all/leaf_1_3538.jpg, 1
frames/all/leaf_1_4676.jpg, 1
frames/all/leaf_1_3719.jpg, 1
frames/all/leaf_1_3327.jpg, 1
frames/all/leaf_1_5021.jpg, 1
frames/all/leaf_2_7242.jpg, 2
frames/all/leaf_0_508.jpg, 0
frames/all/leaf_2_6833.jpg, 2
frames/all/leaf_2_7234.jpg, 2
frames/all/leaf_1_2914.jpg, 1
frames/all/leaf_2_6657.jpg, 2
frames/all/leaf_1_4572.jpg, 1
frames/all/leaf_0_739.jpg, 0
frames/all/leaf_0_2316.jpg, 0
frames/all/leaf_0_583.jpg, 0
frames/all/leaf_1_4542.jpg, 1
frames/all/leaf_0_903.jpg, 0
frames/all/leaf_0_786.jpg, 0
frames/all/leaf_0_317.jpg, 0
frames/all/leaf_2_6321.jpg, 2
frames/all/leaf_0_1785.jpg, 0
frames/all/leaf_1_4385.jpg, 1
frames/all/leaf_2_7141.jpg, 2
frames/all/leaf_1_5135.jpg, 1
frames/all/leaf_0_2467.jpg, 0
frames/all/leaf_1_4352.jpg, 1
frames/all/leaf_1_4583.jpg, 1
frames/all/leaf_1_3426.jpg, 1
frames/all/leaf_2_7560.jpg, 2
frames/all/leaf_0_188.jpg, 0
frames/all/leaf_2_7796.jpg, 2
frames/all/leaf_2_5679.jpg, 2
frames/all/leaf_2_6178.jpg, 2
frames/all/leaf_1_5354.jpg, 1
frames/all/leaf_2_7223.jpg, 2
frames/all/leaf_2_6960.jpg, 2
frames/all/leaf_2_7233.jpg, 2
frames/all/leaf_0_2067.jpg, 0
frames/all/leaf_1_3794.jpg, 1
frames/all/leaf_0_1818.jpg, 0
frames/all/leaf_2_7869.jpg, 2
frames/all/leaf_1_5157.jpg, 1
frames/all/leaf_0_2411.jpg, 0
frames/all/leaf_0_149.jpg, 0
frames/all/leaf_2_6626.jpg, 2
frames/all/leaf_2_7759.jpg, 2
frames/all/leaf_0_820.jpg, 0
frames/all/leaf_0_1920.jpg, 0
frames/all/leaf_1_3917.jpg, 1
frames/all/leaf_1_3803.jpg, 1
frames/all/leaf_1_4735.jpg, 1
frames/all/leaf_1_5015.jpg, 1
frames/all/leaf_1_4149.jpg, 1
frames/all/leaf_1_4923.jpg, 1
frames/all/leaf_0_2250.jpg, 0
frames/all/leaf_1_3693.jpg, 1
frames/all/leaf_0_2065.jpg, 0
frames/all/leaf_2_5597.jpg, 2
frames/all/leaf_2_5463.jpg, 2
frames/all/leaf_0_2527.jpg, 0
frames/all/leaf_1_3144.jpg, 1
frames/all/leaf_0_115.jpg, 0
frames/all/leaf_1_5331.jpg, 1
frames/all/leaf_1_5279.jpg, 1
frames/all/leaf_1_2984.jpg, 1
frames/all/leaf_2_5584.jpg, 2
frames/all/leaf_1_3701.jpg, 1
frames/all/leaf_2_5512.jpg, 2
frames/all/leaf_2_6186.jpg, 2
frames/all/leaf_2_5590.jpg, 2
frames/all/leaf_1_5182.jpg, 1
frames/all/leaf_0_1331.jpg, 0
frames/all/leaf_1_4416.jpg, 1
frames/all/leaf_1_3961.jpg, 1
frames/all/leaf_2_7097.jpg, 2
frames/all/leaf_1_3057.jpg, 1
frames/all/leaf_1_4394.jpg, 1
frames/all/leaf_1_5148.jpg, 1
frames/all/leaf_0_2333.jpg, 0
frames/all/leaf_0_1010.jpg, 0
frames/all/leaf_0_2281.jpg, 0
frames/all/leaf_1_3872.jpg, 1
frames/all/leaf_1_5244.jpg, 1
frames/all/leaf_1_3201.jpg, 1
frames/all/leaf_0_2315.jpg, 0
frames/all/leaf_2_6133.jpg, 2
frames/all/leaf_1_4046.jpg, 1
frames/all/leaf_1_5388.jpg, 1
frames/all/leaf_0_850.jpg, 0
frames/all/leaf_1_4399.jpg, 1
frames/all/leaf_0_491.jpg, 0
frames/all/leaf_2_7764.jpg, 2
frames/all/leaf_2_7668.jpg, 2
frames/all/leaf_2_6293.jpg, 2
frames/all/leaf_0_1055.jpg, 0
frames/all/leaf_0_2030.jpg, 0
frames/all/leaf_1_4549.jpg, 1
frames/all/leaf_1_3812.jpg, 1
frames/all/leaf_1_2825.jpg, 1
frames/all/leaf_2_5646.jpg, 2
frames/all/leaf_0_560.jpg, 0
frames/all/leaf_1_3626.jpg, 1
frames/all/leaf_0_1912.jpg, 0
frames/all/leaf_2_8063.jpg, 2
frames/all/leaf_2_6879.jpg, 2
frames/all/leaf_1_4817.jpg, 1
frames/all/leaf_2_7473.jpg, 2
frames/all/leaf_0_1620.jpg, 0
frames/all/leaf_2_6844.jpg, 2
frames/all/leaf_0_1190.jpg, 0
frames/all/leaf_0_1781.jpg, 0
frames/all/leaf_0_1974.jpg, 0
frames/all/leaf_1_3532.jpg, 1
frames/all/leaf_2_6861.jpg, 2
frames/all/leaf_1_2730.jpg, 1
frames/all/leaf_0_1429.jpg, 0
frames/all/leaf_2_7948.jpg, 2
frames/all/leaf_0_1753.jpg, 0
frames/all/leaf_2_5410.jpg, 2
frames/all/leaf_1_4849.jpg, 1
frames/all/leaf_2_5789.jpg, 2
frames/all/leaf_0_2142.jpg, 0
frames/all/leaf_2_6151.jpg, 2
frames/all/leaf_2_7397.jpg, 2
frames/all/leaf_0_991.jpg, 0
frames/all/leaf_1_2866.jpg, 1
frames/all/leaf_2_5438.jpg, 2
frames/all/leaf_1_3359.jpg, 1
frames/all/leaf_2_5568.jpg, 2
frames/all/leaf_2_5562.jpg, 2
frames/all/leaf_0_539.jpg, 0
frames/all/leaf_1_4232.jpg, 1
frames/all/leaf_0_2014.jpg, 0
frames/all/leaf_2_7454.jpg, 2
frames/all/leaf_2_7846.jpg, 2
frames/all/leaf_1_5257.jpg, 1
frames/all/leaf_1_3820.jpg, 1
frames/all/leaf_2_5787.jpg, 2
frames/all/leaf_0_529.jpg, 0
frames/all/leaf_2_6728.jpg, 2
frames/all/leaf_1_3938.jpg, 1
frames/all/leaf_2_7466.jpg, 2
frames/all/leaf_2_5500.jpg, 2
frames/all/leaf_0_1340.jpg, 0
frames/all/leaf_1_4780.jpg, 1
frames/all/leaf_1_5337.jpg, 1
frames/all/leaf_0_2617.jpg, 0
frames/all/leaf_2_6616.jpg, 2
frames/all/leaf_1_4292.jpg, 1
frames/all/leaf_0_145.jpg, 0
frames/all/leaf_2_7318.jpg, 2
frames/all/leaf_0_292.jpg, 0
frames/all/leaf_1_4919.jpg, 1
frames/all/leaf_0_707.jpg, 0
frames/all/leaf_2_6111.jpg, 2
frames/all/leaf_2_5773.jpg, 2
frames/all/leaf_1_2826.jpg, 1
frames/all/leaf_0_116.jpg, 0
frames/all/leaf_2_7795.jpg, 2
frames/all/leaf_1_5143.jpg, 1
frames/all/leaf_1_3856.jpg, 1
frames/all/leaf_1_3556.jpg, 1
frames/all/leaf_1_4335.jpg, 1
frames/all/leaf_1_3566.jpg, 1
frames/all/leaf_0_693.jpg, 0
frames/all/leaf_1_3360.jpg, 1
frames/all/leaf_2_5491.jpg, 2
frames/all/leaf_1_4597.jpg, 1
frames/all/leaf_1_4702.jpg, 1
frames/all/leaf_2_7834.jpg, 2
frames/all/leaf_2_5795.jpg, 2
frames/all/leaf_1_5336.jpg, 1
frames/all/leaf_2_5490.jpg, 2
frames/all/leaf_0_2656.jpg, 0
frames/all/leaf_2_7546.jpg, 2
frames/all/leaf_0_129.jpg, 0
frames/all/leaf_0_1058.jpg, 0
frames/all/leaf_1_4893.jpg, 1
frames/all/leaf_2_5712.jpg, 2
frames/all/leaf_1_5271.jpg, 1
frames/all/leaf_0_125.jpg, 0
frames/all/leaf_1_4705.jpg, 1
frames/all/leaf_1_4999.jpg, 1
frames/all/leaf_2_6035.jpg, 2
frames/all/leaf_0_1977.jpg, 0
frames/all/leaf_2_5993.jpg, 2
frames/all/leaf_1_4356.jpg, 1
frames/all/leaf_2_5433.jpg, 2
frames/all/leaf_2_6241.jpg, 2
frames/all/leaf_1_5029.jpg, 1
frames/all/leaf_0_2309.jpg, 0
frames/all/leaf_1_3651.jpg, 1
frames/all/leaf_0_2452.jpg, 0
frames/all/leaf_2_7280.jpg, 2
frames/all/leaf_2_6322.jpg, 2
frames/all/leaf_2_7201.jpg, 2
frames/all/leaf_2_6474.jpg, 2
frames/all/leaf_0_1954.jpg, 0
frames/all/leaf_0_2373.jpg, 0
frames/all/leaf_0_1763.jpg, 0
frames/all/leaf_1_2712.jpg, 1
frames/all/leaf_2_6016.jpg, 2
frames/all/leaf_0_548.jpg, 0
frames/all/leaf_1_2747.jpg, 1
frames/all/leaf_0_2138.jpg, 0
frames/all/leaf_0_660.jpg, 0
frames/all/leaf_1_3104.jpg, 1
frames/all/leaf_1_4988.jpg, 1
frames/all/leaf_2_5763.jpg, 2
frames/all/leaf_0_1210.jpg, 0
frames/all/leaf_1_3023.jpg, 1
frames/all/leaf_1_3024.jpg, 1
frames/all/leaf_2_5701.jpg, 2
frames/all/leaf_0_1739.jpg, 0
frames/all/leaf_2_7150.jpg, 2
frames/all/leaf_2_6666.jpg, 2
frames/all/leaf_0_2237.jpg, 0
frames/all/leaf_1_5090.jpg, 1
frames/all/leaf_2_6926.jpg, 2
frames/all/leaf_2_5858.jpg, 2
frames/all/leaf_0_200.jpg, 0
frames/all/leaf_2_7545.jpg, 2
frames/all/leaf_2_7860.jpg, 2
frames/all/leaf_1_4014.jpg, 1
frames/all/leaf_0_314.jpg, 0
frames/all/leaf_1_4826.jpg, 1
frames/all/leaf_0_1679.jpg, 0
frames/all/leaf_0_1110.jpg, 0
frames/all/leaf_2_6258.jpg, 2
frames/all/leaf_1_3181.jpg, 1
frames/all/leaf_0_1960.jpg, 0
frames/all/leaf_0_2204.jpg, 0
frames/all/leaf_1_3198.jpg, 1
frames/all/leaf_0_1896.jpg, 0
frames/all/leaf_1_5355.jpg, 1
frames/all/leaf_1_3864.jpg, 1
frames/all/leaf_1_3814.jpg, 1
frames/all/leaf_2_6603.jpg, 2
frames/all/leaf_0_1558.jpg, 0
frames/all/leaf_1_2764.jpg, 1
frames/all/leaf_0_587.jpg, 0
frames/all/leaf_2_6046.jpg, 2
frames/all/leaf_1_3418.jpg, 1
frames/all/leaf_1_3591.jpg, 1
frames/all/leaf_2_6303.jpg, 2
frames/all/leaf_2_6245.jpg, 2
frames/all/leaf_1_5045.jpg, 1
frames/all/leaf_0_2356.jpg, 0
frames/all/leaf_1_2812.jpg, 1
frames/all/leaf_1_4930.jpg, 1
frames/all/leaf_2_6675.jpg, 2
frames/all/leaf_0_2643.jpg, 0
frames/all/leaf_0_1280.jpg, 0
frames/all/leaf_1_2780.jpg, 1
frames/all/leaf_2_8090.jpg, 2
frames/all/leaf_1_4092.jpg, 1
frames/all/leaf_2_6317.jpg, 2
frames/all/leaf_0_1648.jpg, 0
frames/all/leaf_2_6707.jpg, 2
frames/all/leaf_0_2581.jpg, 0
frames/all/leaf_0_2543.jpg, 0
frames/all/leaf_0_607.jpg, 0
frames/all/leaf_2_6702.jpg, 2
frames/all/leaf_2_7383.jpg, 2
frames/all/leaf_1_3874.jpg, 1
frames/all/leaf_2_7217.jpg, 2
frames/all/leaf_1_3321.jpg, 1
frames/all/leaf_2_6520.jpg, 2
frames/all/leaf_2_6760.jpg, 2
frames/all/leaf_0_1901.jpg, 0
frames/all/leaf_2_6655.jpg, 2
frames/all/leaf_2_6199.jpg, 2
frames/all/leaf_1_2858.jpg, 1
frames/all/leaf_0_599.jpg, 0
frames/all/leaf_0_769.jpg, 0
frames/all/leaf_0_2462.jpg, 0
frames/all/leaf_0_797.jpg, 0
frames/all/leaf_0_1246.jpg, 0
frames/all/leaf_0_2055.jpg, 0
frames/all/leaf_0_511.jpg, 0
frames/all/leaf_0_590.jpg, 0
frames/all/leaf_1_3347.jpg, 1
frames/all/leaf_2_7537.jpg, 2
frames/all/leaf_0_240.jpg, 0
frames/all/leaf_2_7825.jpg, 2
frames/all/leaf_2_6762.jpg, 2
frames/all/leaf_1_4147.jpg, 1
frames/all/leaf_2_6602.jpg, 2
frames/all/leaf_0_639.jpg, 0
frames/all/leaf_2_7446.jpg, 2
frames/all/leaf_1_5399.jpg, 1
frames/all/leaf_1_4197.jpg, 1
frames/all/leaf_1_2959.jpg, 1
frames/all/leaf_0_1491.jpg, 0
frames/all/leaf_2_6224.jpg, 2
frames/all/leaf_2_5526.jpg, 2
frames/all/leaf_0_257.jpg, 0
frames/all/leaf_1_4949.jpg, 1
frames/all/leaf_2_6235.jpg, 2
frames/all/leaf_1_3452.jpg, 1
frames/all/leaf_2_5474.jpg, 2
frames/all/leaf_1_3927.jpg, 1
frames/all/leaf_0_1695.jpg, 0
frames/all/leaf_2_7373.jpg, 2
frames/all/leaf_1_5339.jpg, 1
frames/all/leaf_0_152.jpg, 0
frames/all/leaf_1_4287.jpg, 1
frames/all/leaf_0_849.jpg, 0
frames/all/leaf_0_327.jpg, 0
frames/all/leaf_0_1584.jpg, 0
frames/all/leaf_1_2739.jpg, 1
frames/all/leaf_0_1346.jpg, 0
frames/all/leaf_2_6543.jpg, 2
frames/all/leaf_0_379.jpg, 0
frames/all/leaf_2_6916.jpg, 2
frames/all/leaf_0_2094.jpg, 0
frames/all/leaf_0_799.jpg, 0
frames/all/leaf_2_7996.jpg, 2
frames/all/leaf_0_2181.jpg, 0
frames/all/leaf_1_5078.jpg, 1
frames/all/leaf_1_5097.jpg, 1
frames/all/leaf_0_426.jpg, 0
frames/all/leaf_0_1057.jpg, 0
frames/all/leaf_0_382.jpg, 0
frames/all/leaf_1_4285.jpg, 1
frames/all/leaf_2_7840.jpg, 2
frames/all/leaf_1_4462.jpg, 1
frames/all/leaf_1_4010.jpg, 1
frames/all/leaf_0_2437.jpg, 0
frames/all/leaf_2_6105.jpg, 2
frames/all/leaf_2_5720.jpg, 2
frames/all/leaf_0_1042.jpg, 0
frames/all/leaf_1_4032.jpg, 1
frames/all/leaf_0_76.jpg, 0
frames/all/leaf_0_2673.jpg, 0
frames/all/leaf_0_2354.jpg, 0
frames/all/leaf_1_3822.jpg, 1
frames/all/leaf_1_3254.jpg, 1
frames/all/leaf_0_2442.jpg, 0
frames/all/leaf_1_3798.jpg, 1
frames/all/leaf_0_2675.jpg, 0
frames/all/leaf_2_6146.jpg, 2
frames/all/leaf_0_2684.jpg, 0
frames/all/leaf_0_397.jpg, 0
frames/all/leaf_0_1948.jpg, 0
frames/all/leaf_0_2160.jpg, 0
frames/all/leaf_0_1153.jpg, 0
frames/all/leaf_0_729.jpg, 0
frames/all/leaf_2_6549.jpg, 2
frames/all/leaf_2_6501.jpg, 2
frames/all/leaf_2_6084.jpg, 2
frames/all/leaf_1_4548.jpg, 1
frames/all/leaf_0_232.jpg, 0
frames/all/leaf_1_5270.jpg, 1
frames/all/leaf_1_4190.jpg, 1
frames/all/leaf_2_6786.jpg, 2
frames/all/leaf_1_3458.jpg, 1
frames/all/leaf_0_422.jpg, 0
frames/all/leaf_2_6734.jpg, 2
frames/all/leaf_0_2026.jpg, 0
frames/all/leaf_0_2245.jpg, 0
frames/all/leaf_0_829.jpg, 0
frames/all/leaf_2_7819.jpg, 2
frames/all/leaf_0_1902.jpg, 0
frames/all/leaf_1_3582.jpg, 1
frames/all/leaf_1_4067.jpg, 1
frames/all/leaf_0_527.jpg, 0
frames/all/leaf_0_1585.jpg, 0
frames/all/leaf_0_1357.jpg, 0
frames/all/leaf_2_7238.jpg, 2
frames/all/leaf_2_6617.jpg, 2
frames/all/leaf_2_6246.jpg, 2
frames/all/leaf_2_6581.jpg, 2
frames/all/leaf_0_182.jpg, 0
frames/all/leaf_1_4246.jpg, 1
frames/all/leaf_0_1504.jpg, 0
frames/all/leaf_1_3156.jpg, 1
frames/all/leaf_0_254.jpg, 0
frames/all/leaf_2_5836.jpg, 2
frames/all/leaf_0_610.jpg, 0
frames/all/leaf_1_3399.jpg, 1
frames/all/leaf_2_5688.jpg, 2
frames/all/leaf_1_4659.jpg, 1
frames/all/leaf_1_3310.jpg, 1
frames/all/leaf_0_1731.jpg, 0
frames/all/leaf_0_262.jpg, 0
frames/all/leaf_0_584.jpg, 0
frames/all/leaf_1_5009.jpg, 1
frames/all/leaf_1_3777.jpg, 1
frames/all/leaf_1_3349.jpg, 1
frames/all/leaf_1_5039.jpg, 1
frames/all/leaf_0_234.jpg, 0
frames/all/leaf_1_2810.jpg, 1
frames/all/leaf_1_3345.jpg, 1
frames/all/leaf_1_2897.jpg, 1
frames/all/leaf_0_2135.jpg, 0
frames/all/leaf_2_7154.jpg, 2
frames/all/leaf_0_1940.jpg, 0
frames/all/leaf_1_5197.jpg, 1
frames/all/leaf_1_3650.jpg, 1
frames/all/leaf_0_2097.jpg, 0
frames/all/leaf_2_6238.jpg, 2
frames/all/leaf_1_4255.jpg, 1
frames/all/leaf_2_6385.jpg, 2
frames/all/leaf_1_4887.jpg, 1
frames/all/leaf_0_894.jpg, 0
frames/all/leaf_2_5849.jpg, 2
frames/all/leaf_2_5841.jpg, 2
frames/all/leaf_0_197.jpg, 0
frames/all/leaf_1_3831.jpg, 1
frames/all/leaf_1_2916.jpg, 1
frames/all/leaf_2_5441.jpg, 2
frames/all/leaf_1_4657.jpg, 1
frames/all/leaf_2_5476.jpg, 2
frames/all/leaf_2_6331.jpg, 2
frames/all/leaf_0_1402.jpg, 0
frames/all/leaf_2_8040.jpg, 2
frames/all/leaf_2_7008.jpg, 2
frames/all/leaf_0_134.jpg, 0
frames/all/leaf_2_6659.jpg, 2
frames/all/leaf_1_2731.jpg, 1
frames/all/leaf_0_867.jpg, 0
frames/all/leaf_1_3509.jpg, 1
frames/all/leaf_1_4726.jpg, 1
frames/all/leaf_1_4235.jpg, 1
frames/all/leaf_0_211.jpg, 0
frames/all/leaf_1_2953.jpg, 1
frames/all/leaf_1_3451.jpg, 1
frames/all/leaf_0_203.jpg, 0
frames/all/leaf_1_4418.jpg, 1
frames/all/leaf_1_4233.jpg, 1
frames/all/leaf_2_6061.jpg, 2
frames/all/leaf_0_884.jpg, 0
frames/all/leaf_1_3047.jpg, 1
frames/all/leaf_1_4984.jpg, 1
frames/all/leaf_2_7827.jpg, 2
frames/all/leaf_0_1143.jpg, 0
frames/all/leaf_2_6834.jpg, 2
frames/all/leaf_1_5032.jpg, 1
frames/all/leaf_2_7724.jpg, 2
frames/all/leaf_2_6206.jpg, 2
frames/all/leaf_1_5293.jpg, 1
frames/all/leaf_2_6953.jpg, 2
frames/all/leaf_1_5012.jpg, 1
frames/all/leaf_1_4937.jpg, 1
frames/all/leaf_1_5348.jpg, 1
frames/all/leaf_1_4931.jpg, 1
frames/all/leaf_2_7994.jpg, 2
frames/all/leaf_2_5823.jpg, 2
frames/all/leaf_0_1420.jpg, 0
frames/all/leaf_1_5286.jpg, 1
frames/all/leaf_2_7862.jpg, 2
frames/all/leaf_2_6496.jpg, 2
frames/all/leaf_0_545.jpg, 0
frames/all/leaf_0_2638.jpg, 0
frames/all/leaf_2_6806.jpg, 2
frames/all/leaf_1_4025.jpg, 1
frames/all/leaf_2_6286.jpg, 2
frames/all/leaf_1_5395.jpg, 1
frames/all/leaf_0_2367.jpg, 0
frames/all/leaf_1_3078.jpg, 1
frames/all/leaf_2_6020.jpg, 2
frames/all/leaf_1_3647.jpg, 1
frames/all/leaf_1_3840.jpg, 1
frames/all/leaf_0_923.jpg, 0
frames/all/leaf_0_633.jpg, 0
frames/all/leaf_0_480.jpg, 0
frames/all/leaf_2_6150.jpg, 2
frames/all/leaf_1_4737.jpg, 1
frames/all/leaf_0_1690.jpg, 0
frames/all/leaf_2_7425.jpg, 2
frames/all/leaf_2_6732.jpg, 2
frames/all/leaf_2_6500.jpg, 2
frames/all/leaf_1_3699.jpg, 1
frames/all/leaf_0_2568.jpg, 0
frames/all/leaf_2_8078.jpg, 2
frames/all/leaf_2_6668.jpg, 2
frames/all/leaf_2_6116.jpg, 2
frames/all/leaf_2_5839.jpg, 2
frames/all/leaf_1_4510.jpg, 1
frames/all/leaf_0_433.jpg, 0
frames/all/leaf_2_6504.jpg, 2
